uniprot_id,protein_info,accession_number,molecular_weight,Pool_1.mzML,Pool_2.mzML,Pool_3.mzML,Sample_01_0325.mzML,Sample_02_0147.mzML,Sample_03_4085.mzML,Sample_04_0039.mzML,Sample_05_5198.mzML,Sample_06_7066.mzML,Sample_07_0909.mzML,Sample_08_0348.mzML,Sample_09_7028.mzML,Sample_10_2119.mzML,Sample_11_6501.mzML,Sample_12_9999.mzML,Sample_13_1014.mzML,Sample_14_1059.mzML
V9HW69,tr|V9HW69|V9HW69_HUMAN Epididymis secretory protein Li 66 OS=Homo sapiens OX=9606 GN=HEL-S-66 PE=2 SV=1,tr|V9HW69|V9HW69_HUMAN,38 kDa,1937637000,2041206000,1939830000,1528063000,1144766000,8752613000,793431500,1931600000,1050038000,1410639000,7353437000,1882080000,937463500,2103252000,898266900,728255400,1752897000
V9HW71,tr|V9HW71|V9HW71_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens OX=9606 GN=HEL-S-107 PE=2 SV=1,tr|V9HW71|V9HW71_HUMAN,29 kDa,181203400,178455400,168802500,85922770,63898970,113129200,111009900,168163900,149534300,260641900,246075000,406006400,83861110,201774700,44383260,149189200,261778800
V9HW72,tr|V9HW72|V9HW72_HUMAN Epididymis secretory sperm binding protein OS=Homo sapiens OX=9606 GN=HEL-S-94n PE=2 SV=1,tr|V9HW72|V9HW72_HUMAN,63 kDa,504033400,518547400,497051700,454821200,455582900,228259500,418397100,620998900,684338400,234122400,541219800,700362100,385471100,454010000,251814700,482398400,1092400000
V9HW73,tr|V9HW73|V9HW73_HUMAN Epididymis secretory protein Li 301 OS=Homo sapiens OX=9606 GN=HEL-S-301 PE=2 SV=1,tr|V9HW73|V9HW73_HUMAN,29 kDa,43701160,41150230,37434640,55108190,13503180,43176570,25771600,36325700,41198600,53405010,21598880,81219510,31183410,40987720,20888470,68225500,54514340
V9HW74,tr|V9HW74|V9HW74_HUMAN Ubiquitin carboxyl-termi0l hydrolase OS=Homo sapiens OX=9606 GN=HEL-117 PE=2 SV=1,tr|V9HW74|V9HW74_HUMAN,25 kDa,130732500,129513300,140008200,14273050,2305324,23723110,14041000,198006500,13667340,13892500,66205020,16646740,1193272000,181740600,76963840,64865120,51521550
V9HW77,tr|V9HW77|V9HW77_HUMAN Creatine ki0se OS=Homo sapiens OX=9606 GN=HEL-211 PE=2 SV=1,tr|V9HW77|V9HW77_HUMAN,43 kDa,337760800,357664100,358041300,13756450,9556891,374337400,32756960,2497277000,204405000,44009320,777826100,8752507,100141500,42806320,349363700,99123520,270706700
V9HW78,tr|V9HW78|V9HW78_HUMAN Isocitrate dehydroge0se [0DP] OS=Homo sapiens OX=9606 GN=HEL-216 PE=2 SV=1,tr|V9HW78|V9HW78_HUMAN,47 kDa,872862100,903457700,928649100,799102000,598592200,850010500,657999900,1112107000,749783900,2693352000,668374400,499182500,354552600,541575200,252735400,1276778000,1767550000
V9HW80,tr|V9HW80|V9HW80_HUMAN 15S Mg(2+)-ATPase p97 subunit OS=Homo sapiens OX=9606 GN=HEL-S-70 PE=1 SV=1,tr|V9HW80|V9HW80_HUMAN,89 kDa,1755632000,1773269000,1721245000,1448760000,1740183000,1220022000,1163875000,1791921000,1692642000,1228768000,1544956000,1509655000,1482041000,2511118000,1051270000,2397559000,2700233000
V9HW83,"tr|V9HW83|V9HW83_HUMAN Aldehyde dehydroge0se 1 family, member A1, isoform CRA_a OS=Homo sapiens OX=9606 GN=HEL-S-53e PE=2 SV=1",tr|V9HW83|V9HW83_HUMAN,55 kDa,835424900,785824700,732771000,459487200,109601100,282071600,210948200,690733700,447238700,8049190000,126136400,145614000,198972800,867909900,223403300,463680400,264800800
V9HW84,tr|V9HW84|V9HW84_HUMAN 75 kDa glucose-regulated protein OS=Homo sapiens OX=9606 GN=HEL-S-124m PE=2 SV=1,tr|V9HW84|V9HW84_HUMAN,74 kDa,2916230000,2919197000,2731729000,1565653000,1982985000,4471641000,2064680000,3098842000,2904796000,2548286000,11640670000,2705016000,4081016000,1970977000,784831400,1513582000,3781104000
V9HW87,"tr|V9HW87|V9HW87_HUMAN Abhydrolase domain containing 14B, isoform CRA_a OS=Homo sapiens OX=9606 GN=HEL-S-299 PE=2 SV=1",tr|V9HW87|V9HW87_HUMAN,22 kDa,34660090,30098130,35812150,17960650,12767370,83295290,25802800,30535610,59254360,90166500,35559240,28424510,19083200,12730250,11964490,23207140,8100256
V9HW88,tr|V9HW88|V9HW88_HUMAN Calreticulin OS=Homo sapiens OX=9606 GN=HEL-S-99n PE=2 SV=1,tr|V9HW88|V9HW88_HUMAN,48 kDa,1200863000,1124098000,1102655000,882789300,1437655000,1233808000,979051700,1521563000,1619522000,1009079000,862938500,1966088000,354946000,1995697000,509076800,1101991000,1282184000
V9HW89,tr|V9HW89|V9HW89_HUMAN Epididymis secretory sperm binding protein Li 95n OS=Homo sapiens OX=9606 GN=HEL-S-95n PE=2 SV=1,tr|V9HW89|V9HW89_HUMAN,38 kDa,63311230,90943110,73016890,15352870,25653570,51245000,85765180,71408000,70885720,1255983000,105991600,77636710,128055700,10939250,12607070,20460330,14737560
V9HW90,tr|V9HW90|V9HW90_HUMAN Glutathione reductase OS=Homo sapiens OX=9606 GN=HEL-75 PE=2 SV=1,tr|V9HW90|V9HW90_HUMAN,56 kDa,3464164,3723783,2305688,4873082,1926930,2966122,2630621,1370861,2564281,7756497,7053442,4937225,7413760,5350825,1009008,2074786,3711440
V9HW91,tr|V9HW91|V9HW91_HUMAN Epididymis secretory sperm binding protein Li 8a OS=Homo sapiens OX=9606 GN=HEL-S-8a PE=2 SV=1,tr|V9HW91|V9HW91_HUMAN,31 kDa,267317100,255446000,302570400,200852100,155871000,301509800,132753200,320432300,453266800,622514400,191812100,230878400,228910100,126326900,100851900,161649500,532620100
V9HW92,tr|V9HW92|V9HW92_HUMAN Epididymis secretory protein Li 112 OS=Homo sapiens OX=9606 GN=HEL-S-112 PE=2 SV=1,tr|V9HW92|V9HW92_HUMAN,36 kDa,48333040,56933860,51365660,30890420,14447790,14919580,24978690,73944280,42877440,49218150,16537870,14051590,36843300,47516150,43800210,76954550,81804630
V9HW95,tr|V9HW95|V9HW95_HUMAN Epididymis secretory protein Li 84 OS=Homo sapiens OX=9606 GN=HEL-S-84 PE=2 SV=1,tr|V9HW95|V9HW95_HUMAN,39 kDa,144816200,143975900,161761300,157502200,235702900,239453900,24316250,140882500,99536310,81006570,304367600,93649230,51692100,79235200,61273870,216386800,336949600
V9HW96,tr|V9HW96|V9HW96_HUMAN CCT-beta OS=Homo sapiens OX=9606 GN=HEL-S-100n PE=1 SV=1,tr|V9HW96|V9HW96_HUMAN,57 kDa,733999800,852481700,693714500,657240400,800313700,661559700,584981700,694639800,955564300,424032800,1264801000,722690800,938305800,642904500,449513100,681390300,1193969000
V9HW98,tr|V9HW98|V9HW98_HUMAN Epididymis lumi0l protein 2 OS=Homo sapiens OX=9606 GN=HEL2 PE=1 SV=1,tr|V9HW98|V9HW98_HUMAN,29 kDa,1826479000,1861321000,1964720000,1481514000,1331175000,2573637000,1290596000,2575214000,2857191000,1712115000,2718379000,2100833000,1495425000,1356014000,771501400,1702570000,2639717000
V9HWA0,tr|V9HWA0|V9HWA0_HUMAN N-acyl-L-amino-acid amidohydrolase OS=Homo sapiens OX=9606 GN=HEL-S-5 PE=1 SV=1,tr|V9HWA0|V9HWA0_HUMAN,46 kDa,24244280,30078540,28511370,12182860,3774268,48761280,33024230,6802765,38865760,225157600,9852598,25835490,53277630,5825314,4519256,12040700,8606222
V9HWA2,"tr|V9HWA2|V9HWA2_HUMAN Aldo-keto reductase family 7, member A2 (Aflatoxin aldehyde reductase) OS=Homo sapiens OX=9606 GN=HEL-S-166mP PE=2 SV=1",tr|V9HWA2|V9HWA2_HUMAN,40 kDa,339639600,353750100,334830600,421366000,227303700,234277200,183687300,300911900,537510200,416511500,832487500,508830900,320315600,319368100,139050400,351845800,516275000
V9HWA4,"tr|V9HWA4|V9HWA4_HUMAN Betaine-homocysteine methyltransferase, isoform CRA_a OS=Homo sapiens OX=9606 GN=HEL-S-61p PE=2 SV=1",tr|V9HWA4|V9HWA4_HUMAN,45 kDa,25581930,26483770,17573130,391282,5225229,2691560,8092727,5861210,9007141,578746500,7649762,6818379,6878140,2255057,5536412,2705150,4584899
V9HWA5,tr|V9HWA5|V9HWA5_HUMAN Calponin OS=Homo sapiens OX=9606 GN=HEL-S-14 PE=2 SV=1,tr|V9HWA5|V9HWA5_HUMAN,33 kDa,609784400,579398800,651385400,62633730,68637010,58838280,47262290,5420642000,118388100,180715800,122115800,79500640,106336600,74358930,401563300,150187200,386777700
V9HWA6,tr|V9HWA6|V9HWA6_HUMAN Actin-depolymerizing factor OS=Homo sapiens OX=9606 GN=HEL32 PE=2 SV=1,tr|V9HWA6|V9HWA6_HUMAN,19 kDa,395275600,389769600,402424000,440180700,479509900,241901900,180934200,970926700,561285300,174962000,370725700,362613100,124946100,183125500,273765600,237229600,673239900
V9HWA9,tr|V9HWA9|V9HWA9_HUMAN C3-beta-c OS=Homo sapiens OX=9606 GN=HEL-S-62p PE=2 SV=1,tr|V9HWA9|V9HWA9_HUMAN,187 kDa,2931910000,2909322000,3354370000,3915496000,2496438000,2502519000,2629806000,4362498000,1655686000,3247791000,986178700,3253316000,1269866000,1694349000,5454242000,5241997000,2491919000
V9HWB4,tr|V9HWB4|V9HWB4_HUMAN 78 kDa glucose-regulated protein OS=Homo sapiens OX=9606 GN=HEL-S-89n PE=2 SV=1,tr|V9HWB4|V9HWB4_HUMAN,72 kDa,4574696000,4395142000,4262884000,3540252000,4837562000,3539365000,2056801000,4265075000,3480107000,4454666000,4872082000,5356556000,2100372000,10995570000,1696021000,5292751000,5386434000
V9HWB5,tr|V9HWB5|V9HWB5_HUMAN Inorganic diphosphatase OS=Homo sapiens OX=9606 GN=HEL-S-66p PE=2 SV=1,tr|V9HWB5|V9HWB5_HUMAN,33 kDa,137285800,136111500,119741100,111631700,121451000,140913500,96904910,245502900,185803300,96503880,102414100,82244840,101727100,148019400,82438680,129080300,217526900
V9HWB6,tr|V9HWB6|V9HWB6_HUMAN Epididymis lumi0l protein 55 OS=Homo sapiens OX=9606 GN=HEL55 PE=2 SV=1,tr|V9HWB6|V9HWB6_HUMAN,17 kDa,52490520,53677010,55899380,7268008,2435283,30313400,23025560,213616900,10900080,47201410,7113170,91887080,4424343,4091012,62343510,37031120,32794930
V9HWB7,tr|V9HWB7|V9HWB7_HUMAN Citrate hydro-lyase OS=Homo sapiens OX=9606 GN=HEL60 PE=2 SV=1,tr|V9HWB7|V9HWB7_HUMAN,98 kDa,101162400,87276430,88359610,63934270,76568460,58289670,33458140,101395500,63207330,401118300,27852780,54831770,40097080,64701100,60536090,86452790,174144000
V9HWB8,tr|V9HWB8|V9HWB8_HUMAN Pyruvate ki0se OS=Homo sapiens OX=9606 GN=HEL-S-30 PE=1 SV=1,tr|V9HWB8|V9HWB8_HUMAN,58 kDa,137033100,259671900,233706800,302742500,219925000,146578700,190705900,175781500,233535000,99167060,516437100,599438000,543352500,318022300,165701300,254955100,276707200
V9HWB9,tr|V9HWB9|V9HWB9_HUMAN L-lactate dehydroge0se OS=Homo sapiens OX=9606 GN=HEL-S-133P PE=2 SV=1,tr|V9HWB9|V9HWB9_HUMAN,37 kDa,6351000000,6076884000,5965347000,3782125000,4993985000,6110980000,2650341000,4601708000,16139690000,4526511000,10395120000,5291833000,3857980000,3264042000,1810109000,9261869000,8962453000
V9HWC0,tr|V9HWC0|V9HWC0_HUMAN Epididymis lumi0l protein 70 OS=Homo sapiens OX=9606 GN=HEL70 PE=2 SV=1,tr|V9HWC0|V9HWC0_HUMAN,68 kDa,969627000,968460900,948058800,1459531000,974098000,562878700,661917200,1216718000,1200262000,802464100,1511145000,1303447000,450803100,1187881000,696596600,1117944000,1090681000
V9HWC1,tr|V9HWC1|V9HWC1_HUMAN Epididymis lumi0l protein 71 OS=Homo sapiens OX=9606 GN=HEL71 PE=2 SV=1,tr|V9HWC1|V9HWC1_HUMAN,223 kDa,8169136,7761003,9583118,3642711,3884797,6771497,3603698,2937759,3911530,4048717,9974801,6290609,5005815,13169510,90524200,1614166,3194884
V9HWC2,tr|V9HWC2|V9HWC2_HUMAN Maillard deglycase OS=Homo sapiens OX=9606 GN=HEL-S-67p PE=2 SV=1,tr|V9HWC2|V9HWC2_HUMAN,20 kDa,934109800,910076400,917438300,1004413000,301116800,457673600,312188000,744793700,1425377000,978585300,1667995000,1223185000,982963700,1110825000,493929000,969177800,1408692000
V9HWC3,tr|V9HWC3|V9HWC3_HUMAN Pyridoxal ki0se OS=Homo sapiens OX=9606 GN=HEL-S-1a PE=2 SV=1,tr|V9HWC3|V9HWC3_HUMAN,35 kDa,88720950,94709850,92606190,82540570,135187800,59425520,114803900,100271300,94283210,75986070,86522870,81776700,74949660,132487900,59861330,96774660,93436010
V9HWC4,tr|V9HWC4|V9HWC4_HUMAN 14 kDa phosphohistidine phosphatase OS=Homo sapiens OX=9606 GN=HEL-S-132P PE=2 SV=1,tr|V9HWC4|V9HWC4_HUMAN,14 kDa,3743554,3789308,3804294,1300111,585842,8561784,1773420,4464184,9639808,1123493,7188416,998053,725697,3995662,1000711,2695775,15124160
V9HWC5,tr|V9HWC5|V9HWC5_HUMAN Epididymis secretory protein Li 36 OS=Homo sapiens OX=9606 GN=HEL-S-36 PE=2 SV=1,tr|V9HWC5|V9HWC5_HUMAN,32 kDa,35858740,36469690,35003020,43121000,39890430,26470780,15933320,33109840,43426600,17155900,27169140,36804650,35616640,51985740,11079570,38053850,55459090
V9HWC6,tr|V9HWC6|V9HWC6_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=HEL-S-39 PE=2 SV=1,tr|V9HWC6|V9HWC6_HUMAN,23 kDa,2610446000,2726797000,2751409000,3070711000,2208542000,2005846000,1324187000,2475041000,2708916000,2564554000,2454005000,3955448000,2907617000,4483568000,1507330000,4002463000,2814349000
V9HWC7,tr|V9HWC7|V9HWC7_HUMAN Epididymis secretory sperm binding protein Li 128m OS=Homo sapiens OX=9606 GN=HEL-S-128m PE=2 SV=1,tr|V9HWC7|V9HWC7_HUMAN,25 kDa,2118818000,2129472000,2048845000,2377813000,1305403000,1557553000,1001039000,1725612000,2397117000,4370235000,3668475000,2783044000,1168806000,1987554000,898835100,2197392000,2706371000
V9HWC9,tr|V9HWC9|V9HWC9_HUMAN Superoxide dismutase [Cu-Zn] OS=Homo sapiens OX=9606 GN=HEL-S-44 PE=2 SV=1,tr|V9HWC9|V9HWC9_HUMAN,16 kDa,69172560,65280520,71889680,61385720,16488300,13888530,16302640,66713910,131387800,273009200,28502700,58007860,26605480,37705070,14226860,46678050,94379020
V9HWD6,tr|V9HWD6|V9HWD6_HUMAN Epididymis secretory protein Li 1 OS=Homo sapiens OX=9606 GN=HEL-S-1 PE=2 SV=1,tr|V9HWD6|V9HWD6_HUMAN,28 kDa,140231300,140299600,126219000,107990400,104246300,144647800,93099820,148172600,235835000,80860480,171528700,110453500,112613100,250080000,57089720,133274000,205955800
V9HWD8,tr|V9HWD8|V9HWD8_HUMAN Epididymis secretory sperm binding protein Li 163pA OS=Homo sapiens OX=9606 GN=HEL-S-163pA PE=2 SV=1,tr|V9HWD8|V9HWD8_HUMAN,54 kDa,106889100,96327090,103418900,162018400,109784400,58187490,84831550,168055000,44845970,95246380,29247120,148383600,35597830,75624260,187594500,146800000,74133530
V9HWD9,tr|V9HWD9|V9HWD9_HUMAN Epididymis lumi0l protein 107 OS=Homo sapiens OX=9606 GN=HEL107 PE=2 SV=1,tr|V9HWD9|V9HWD9_HUMAN,68 kDa,1248800000,1186984000,1121182000,1393849000,453987000,1027971000,827295600,1291704000,1577982000,466980900,7539892000,971359600,1856255000,844881800,494295800,916868300,1298188000
V9HWE0,tr|V9HWE0|V9HWE0_HUMAN Annexin OS=Homo sapiens OX=9606 GN=HEL-S-7 PE=2 SV=1,tr|V9HWE0|V9HWE0_HUMAN,36 kDa,11068760000,11079510000,10746690000,7173136000,6462676000,14556960000,14862130000,9261808000,24080640000,5065410000,15493050000,21431280000,4398106000,7702352000,6003351000,10473640000,7568307000
V9HWE1,tr|V9HWE1|V9HWE1_HUMAN Vimentin OS=Homo sapiens OX=9606 GN=HEL113 PE=2 SV=1,tr|V9HWE1|V9HWE1_HUMAN,54 kDa,40967020000,42565420000,39883730000,35117740000,45169990000,33920800000,35647620000,34143420000,63220030000,11857700000,51290310000,46072890000,43819300000,52965760000,28180600000,54411190000,36517170000
V9HWE3,tr|V9HWE3|V9HWE3_HUMAN Carbonic anhydrase OS=Homo sapiens OX=9606 GN=HEL-S-11 PE=2 SV=1,tr|V9HWE3|V9HWE3_HUMAN,29 kDa,229981200,237792800,202847200,36734890,104556500,902652600,216450500,327240300,293352700,295165800,695291500,158428700,52799640,41837420,297123900,142450100,57128410
V9HWE7,tr|V9HWE7|V9HWE7_HUMAN Epididymis secretory protein Li 19 OS=Homo sapiens OX=9606 GN=HEL-S-19 PE=2 SV=1,tr|V9HWE7|V9HWE7_HUMAN,42 kDa,236919800,240588100,228649800,56371430,195032800,282840700,118334800,288355000,226022000,813775000,337106500,200068600,303784700,104299700,68331950,143407700,221015300
V9HWE8,tr|V9HWE8|V9HWE8_HUMAN Epididymis secretory sperm binding protein Li 47e OS=Homo sapiens OX=9606 GN=HEL-S-47e PE=2 SV=1,tr|V9HWE8|V9HWE8_HUMAN,23 kDa,141757300,145882900,132302100,136901400,103863800,70958680,96229620,128365700,186441300,119816100,213302400,145418500,108492000,119774500,53801150,147721600,156875400
V9HWE9,tr|V9HWE9|V9HWE9_HUMAN GST class-pi OS=Homo sapiens OX=9606 GN=HEL-S-22 PE=2 SV=1,tr|V9HWE9|V9HWE9_HUMAN,23 kDa,2660639000,2455099000,2447687000,1176337000,1001384000,1245598000,4467597000,7347981000,1475890000,521012800,6870818000,1991175000,5759421000,1268406000,883365200,1797264000,1464844000
V9HWF0,tr|V9HWF0|V9HWF0_HUMAN Integrin-linked protein ki0se OS=Homo sapiens OX=9606 GN=HEL-S-28 PE=2 SV=1,tr|V9HWF0|V9HWF0_HUMAN,51 kDa,164977400,165803600,180729700,146424600,236706100,90624840,67986430,303316800,125440600,115836000,112458900,45499850,106608100,129366900,115583200,273135700,248236200
V9HWF2,tr|V9HWF2|V9HWF2_HUMAN Malate dehydroge0se OS=Homo sapiens OX=9606 GN=HEL-S-32 PE=2 SV=1,tr|V9HWF2|V9HWF2_HUMAN,36 kDa,1019311000,958643300,907448200,786185400,381820800,1130316000,464460000,1202692000,960217100,1118489000,1682201000,1420337000,1129733000,698259800,356734600,990739100,1247944000
V9HWF4,tr|V9HWF4|V9HWF4_HUMAN Phosphoglycerate ki0se OS=Homo sapiens OX=9606 GN=HEL-S-68p PE=2 SV=1,tr|V9HWF4|V9HWF4_HUMAN,45 kDa,3613397000,3619687000,3417470000,3116346000,5011804000,1951451000,1756249000,2619731000,5459958000,2170393000,5745375000,6006687000,3965370000,2567929000,1112094000,2770829000,4958144000
V9HWF5,tr|V9HWF5|V9HWF5_HUMAN Peptidyl-prolyl cis-trans isomerase OS=Homo sapiens OX=9606 GN=HEL-S-69p PE=1 SV=1,tr|V9HWF5|V9HWF5_HUMAN,18 kDa,8787007000,6294879000,9221160000,7311717000,5440235000,5471973000,5135432000,8427768000,10311030000,3953789000,12846380000,9054418000,6703426000,7432579000,3713368000,5444119000,18910450000
V9HWF6,tr|V9HWF6|V9HWF6_HUMAN Alpha-1-acid glycoprotein OS=Homo sapiens OX=9606 GN=HEL-S-153w PE=2 SV=1,tr|V9HWF6|V9HWF6_HUMAN,24 kDa,365308900,267661900,312482300,260957500,346094000,161586300,615845300,566084200,81655490,152794200,80600410,202432000,100034300,116000000,1696613000,240056700,426585300
V9HWF9,tr|V9HWF9|V9HWF9_HUMAN Epididymis lumi0l protein 20 OS=Homo sapiens OX=9606 GN=HEL20 PE=2 SV=1,tr|V9HWF9|V9HWF9_HUMAN,33 kDa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
V9HWG1,tr|V9HWG1|V9HWG1_HUMAN Epididymis secretory sperm binding protein Li 134P OS=Homo sapiens OX=9606 GN=HEL-S-134P PE=2 SV=1,tr|V9HWG1|V9HWG1_HUMAN,52 kDa,610389900,637775000,636698900,108919700,62732280,634474200,141378400,1304787000,1169707000,2003711000,218201500,1194207000,145949200,207938500,243904300,726704200,370494600
V9HWG2,tr|V9HWG2|V9HWG2_HUMAN Epididymis lumi0l protein 30 OS=Homo sapiens OX=9606 GN=HEL30 PE=2 SV=1,tr|V9HWG2|V9HWG2_HUMAN,35 kDa,185318000,193260600,193776900,54153720,70531940,717663400,91803580,241262200,455810100,563729800,55290920,210038500,92277230,54274370,45401050,122705000,86177110
V9HWG3,tr|V9HWG3|V9HWG3_HUMAN Epididymis secretory protein Li 45 OS=Homo sapiens OX=9606 GN=HEL-S-45 PE=2 SV=1,tr|V9HWG3|V9HWG3_HUMAN,77 kDa,844534900,958287600,932040400,839249500,3673021000,229858100,250424500,570854000,1088210000,946579700,238116800,96384010,67843780,693501300,817288600,3111361000,547514600
V9HWG7,tr|V9HWG7|V9HWG7_HUMAN Epididymis secretory protein Li 52 OS=Homo sapiens OX=9606 GN=HEL-S-52 PE=2 SV=1,tr|V9HWG7|V9HWG7_HUMAN,66 kDa,516591400,510696900,482121000,482006600,474613500,741652000,391314100,665536100,593738000,285368000,529821600,674899200,215248000,519440900,234269500,574097300,760412300
V9HWG9,tr|V9HWG9|V9HWG9_HUMAN Glutathione-dependent dehydroascorbate reductase OS=Homo sapiens OX=9606 GN=HEL-S-21 PE=2 SV=1,tr|V9HWG9|V9HWG9_HUMAN,28 kDa,937624000,945788100,934124200,311177800,832403400,638890700,770717400,1587149000,1069953000,1758568000,1759541000,627277300,665976100,483696800,270963600,448201200,2008120000
V9HWH1,tr|V9HWH1|V9HWH1_HUMAN Epididymis lumi0l protein 57 OS=Homo sapiens OX=9606 GN=HEL57 PE=2 SV=1,tr|V9HWH1|V9HWH1_HUMAN,43 kDa,644422500,658951400,647766600,637747000,1213534000,471464000,638829000,964606500,656646000,566993600,127868900,160495000,131425000,633609500,329270200,641497100,789683900
V9HWH2,tr|V9HWH2|V9HWH2_HUMAN Creatine ki0se OS=Homo sapiens OX=9606 GN=HEL-S-29 PE=1 SV=1,tr|V9HWH2|V9HWH2_HUMAN,43 kDa,337760800,357664100,358041300,13756450,9556891,374337400,32756960,2497277000,204405000,44009320,777826100,8752507,100141500,42806320,349363700,99123520,270706700
V9HWH6,tr|V9HWH6|V9HWH6_HUMAN Purine nucleoside phosphorylase OS=Homo sapiens OX=9606 GN=HEL-S-156an PE=2 SV=1,tr|V9HWH6|V9HWH6_HUMAN,32 kDa,215932100,221780500,211952500,198190100,282924600,184359700,190603300,299457100,200838500,202739000,100830400,195942000,209716400,242704800,250895100,210743100,170464200
V9HWH7,tr|V9HWH7|V9HWH7_HUMAN 5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase OS=Homo sapiens OX=9606 GN=HEL-S-70p PE=2 SV=1,tr|V9HWH7|V9HWH7_HUMAN,65 kDa,561910500,559254100,512688000,351927700,377090500,929697900,515243200,635788000,655351000,294514500,474162500,746332600,555699100,406546200,208099300,392536200,840232300
V9HWH9,tr|V9HWH9|V9HWH9_HUMAN Protein S100 OS=Homo sapiens OX=9606 GN=HEL-S-43 PE=2 SV=1,tr|V9HWH9|V9HWH9_HUMAN,12 kDa,109881600,105865700,90773320,101575800,137520600,39863060,147523900,121141000,181677100,30158760,127636900,103947800,41020850,106371400,64102470,51034720,219263000
V9HWI0,tr|V9HWI0|V9HWI0_HUMAN Epididymis secretory protein Li 6 OS=Homo sapiens OX=9606 GN=HEL-S-165mP PE=2 SV=1,tr|V9HWI0|V9HWI0_HUMAN,37 kDa,1487378000,1519060000,1475696000,1476419000,858282000,1251133000,930770300,1304260000,1294317000,4297746000,1515139000,981632800,714124700,2255035000,878326500,1509072000,2069628000
V9HWI1,tr|V9HWI1|V9HWI1_HUMAN Epididymis secretory protein Li 10 OS=Homo sapiens OX=9606 GN=HEL-S-10 PE=2 SV=1,tr|V9HWI1|V9HWI1_HUMAN,22 kDa,885620200,842928600,723213100,629420200,463527700,2690042000,1076828000,656757100,829473000,2166188000,987106000,525211300,344147900,408909000,564114900,563926600,433498600
V9HWI3,tr|V9HWI3|V9HWI3_HUMAN Cathepsin D OS=Homo sapiens OX=9606 GN=HEL-S-130P PE=2 SV=1,tr|V9HWI3|V9HWI3_HUMAN,45 kDa,1715867000,1735714000,1689267000,1878959000,872781600,867595500,1902228000,1894179000,1980409000,1824343000,4975191000,1182452000,1149540000,2873588000,1073773000,1476162000,2123788000
V9HWI4,tr|V9HWI4|V9HWI4_HUMAN Lactotransferrin OS=Homo sapiens OX=9606 GN=HEL110 PE=2 SV=1,tr|V9HWI4|V9HWI4_HUMAN,78 kDa,1005377000,959213900,941238300,346164700,6074415000,379597000,3174704000,1358416000,153627900,253875100,223521600,103296500,64279580,174649600,130031300,264843200,663220800
V9HWI5,"tr|V9HWI5|V9HWI5_HUMAN Cofilin, non-muscle isoform OS=Homo sapiens OX=9606 GN=HEL-S-15 PE=2 SV=1",tr|V9HWI5|V9HWI5_HUMAN,19 kDa,899544000,900803200,831466300,1014091000,942537200,949752800,736169300,1254654000,972326300,510855100,682335100,1005644000,388257600,877663200,428000200,979352700,1891918000
V9HWI6,tr|V9HWI6|V9HWI6_HUMAN Gc-globulin OS=Homo sapiens OX=9606 GN=HEL-S-51 PE=2 SV=1,tr|V9HWI6|V9HWI6_HUMAN,53 kDa,320793500,364353900,360282000,409827700,781745600,276814100,350708800,632148900,148372100,283206100,120203200,342428400,96514470,228292600,470642700,470508400,219029100
V9HWJ0,tr|V9HWJ0|V9HWJ0_HUMAN Epididymis secretory sperm binding protein Li 1640 OS=Homo sapiens OX=9606 GN=HEL-S-1640 PE=2 SV=1,tr|V9HWJ0|V9HWJ0_HUMAN,107 kDa,1873203000,1746020000,1702278000,1683956000,1724677000,1725423000,1136446000,1631573000,1998139000,2380123000,2012088000,3612342000,820161600,1951922000,799312600,2145119000,2197995000
V9HWJ1,tr|V9HWJ1|V9HWJ1_HUMAN Glutathione synthetase OS=Homo sapiens OX=9606 GN=HEL-S-64p PE=2 SV=1,tr|V9HWJ1|V9HWJ1_HUMAN,52 kDa,41757980,43821950,50323550,61075260,28894480,33464610,28866330,37313460,42391320,29091080,79535990,54870190,55752270,22065230,12708410,67701290,105824400
V9HWJ5,tr|V9HWJ5|V9HWJ5_HUMAN Nicoti0te-nucleotide pyrophosphorylase [carboxylating] OS=Homo sapiens OX=9606 GN=HEL-S-90n PE=1 SV=1,tr|V9HWJ5|V9HWJ5_HUMAN,31 kDa,1228366,531479,1171040,0,0,1458704,375891,533949,2410024,1593131,305850,1864298,1666825,940854,128102,1323916,1245416
V9HWJ7,tr|V9HWJ7|V9HWJ7_HUMAN Epididymis secretory protein Li 37 OS=Homo sapiens OX=9606 GN=HEL-S-37 PE=2 SV=1,tr|V9HWJ7|V9HWJ7_HUMAN,70 kDa,3212694000,3174279000,3109899000,5789282000,3386825000,2189584000,4399034000,2228198000,3547925000,2579566000,215877600,773846300,1397971000,6997886000,2848690000,3269279000,2413729000
V9HWK0,tr|V9HWK0|V9HWK0_HUMAN Sig0l recognition particle subunit SRP72 OS=Homo sapiens OX=9606 GN=HEL103 PE=2 SV=1,tr|V9HWK0|V9HWK0_HUMAN,75 kDa,21995690,24719280,25531280,27997190,21008670,17420200,21552970,19344440,25414900,15077340,34337030,31096090,29259290,27769660,13285530,24196380,35469470
